,Year,School,Conf,Recruit_Val,5 Stars,4 Stars,3 Stars,Total Commits,AVG NIL,Post_NIL,Coach Pay,Revenue,Stadium Capacity,Viewership,US News
297,2022,UCF,Big 12,3.0,0,3,12,17,41000.0,1,4000000.0,,45323,0.733,121
298,2022,Houston,Big 12,1.0,0,1,17,21,41000.0,1,4500000.0,78088086.0,40000,0.443,144
299,2023,Alabama,SEC,98.1875,7,19,2,28,267000.0,1,10000000.0,214365357.0,101821,5.44,136
300,2023,Georgia,SEC,63.25,4,18,4,26,221000.0,1,13282580.0,203048566.0,92746,5.97,46
301,2023,Texas,SEC,57.25,4,12,9,25,453000.0,1,10600000.0,239290648.0,100119,4.63,30
302,2023,Ohio State,Big Ten,19.0,0,19,1,20,117000.0,1,10021250.0,251615345.0,104944,5.16,41
303,2023,LSU,SEC,27.3125,1,16,8,26,122000.0,1,9975000.0,199309382.0,102321,3.58,175
304,2023,Oklahoma,SEC,45.9375,3,12,11,26,135000.0,1,8152000.0,177320217.0,82112,2.8,132
305,2023,Oregon,Big Ten,28.3125,1,17,11,30,109000.0,1,8200000.0,153510555.0,54000,2.466,109
306,2023,Miami (FL),ACC,34.625,2,12,10,25,174000.0,1,7783059.0,,65326,2.24,63
307,2023,USC,Big Ten,42.9375,3,9,10,22,242000.0,1,10043418.0,,93607,2.408,27
308,2023,Notre Dame,Ind,18.0,0,18,5,23,133000.0,1,6687754.0,,80795,2.51,18
309,2023,Clemson,ACC,27.3125,1,16,9,26,145000.0,1,11132775.0,158283618.0,81500,1.7,80
310,2023,Tennessee,SEC,22.3125,1,11,14,26,183000.0,1,9000000.0,154566935.0,102455,3.598,109
311,2023,Florida,SEC,16.0,0,16,4,20,134000.0,1,7370000.0,190417139.0,88548,3.639,30
312,2023,Penn State,Big Ten,14.0,0,14,8,23,39000.0,1,8500000.0,181227448.0,106572,2.457,63
313,2023,Texas A&M,SEC,22.3125,1,11,7,19,76000.0,1,7000000.0,193139619.0,102733,3.37,51
314,2023,South Carolina,SEC,22.3125,1,11,12,24,225000.0,1,6401996.0,142210807.0,80250,1.91,121
315,2023,Auburn,SEC,8.0,0,8,13,22,130000.0,1,6728100.0,174568442.0,87451,2.16,105
316,2023,Michigan,Big Ten,9.0,0,9,16,26,51000.0,1,6000000.0,210652287.0,107601,4.01,21
317,2023,TCU,Big 12,6.0,0,6,17,23,19000.0,1,5008414.0,,45000,0.705,105
318,2023,Ole Miss,SEC,17.3125,1,6,9,16,121000.0,1,9000000.0,,60580,2.407,175
319,2023,Utah,Big 12,8.0,0,8,12,20,117000.0,1,6525000.0,115719266.0,45017,1.19,136
320,2023,Florida State,ACC,9.0,0,9,9,19,41000.0,1,10000000.0,161141884.0,82300,1.64,54
321,2023,Michigan State,Big Ten,8.0,0,8,9,17,194000.0,1,7250000.0,172799513.0,75005,0.846,63
322,2023,Mississippi State,SEC,4.0,0,4,23,27,35000.0,1,4250000.0,110653367.0,61337,0.799,175
323,2023,Arkansas,SEC,6.0,0,6,14,22,62000.0,1,6498000.0,152513755.0,72000,1.59,175
324,2023,Louisville,ACC,7.0,0,7,10,17,21000.0,1,5631057.0,146225965.0,55000,0.734,175
325,2023,Washington,Big Ten,8.0,0,8,13,21,14800.0,1,7700023.0,145184864.0,70500,1.267,46
326,2023,Texas Tech,Big 12,4.0,0,4,22,26,12900.0,1,4247960.0,110154695.0,60862,0.606,175
327,2023,Nebraska,Big Ten,4.0,0,4,24,28,42000.0,1,6500000.0,143423944.0,87091,2.469,175
328,2023,North Carolina,ACC,5.0,0,5,15,20,26000.0,1,5000000.0,122603567.0,62980,0.328,27
329,2023,UCLA,Big Ten,13.3125,1,2,12,15,49000.0,1,3250000.0,103061344.0,92542,1.41,15
330,2023,Kentucky,SEC,5.0,0,5,14,19,51000.0,1,9013600.0,159079024.0,62093,1.48,175
331,2023,Baylor,Big 12,2.0,0,2,19,21,72000.0,1,4540885.0,,45140,0.767,91
332,2023,North Carolina State,ACC,2.0,0,2,16,18,112000.0,1,5965377.0,102387569.0,57583,0.557,58
333,2023,Colorado,Big 12,14.3125,1,3,16,21,52000.0,1,5700000.0,94873830.0,50183,3.55,98
334,2023,Missouri,SEC,4.0,0,4,15,19,19400.0,1,9000000.0,141157028.0,71168,0.961,109
335,2023,Kansas State,Big 12,1.0,0,1,25,27,122000.0,1,5250000.0,100822204.0,50000,1.38,175
336,2023,UCF,Big 12,3.0,0,3,12,15,30000.0,1,4000000.0,,45323,0.733,121
337,2023,Iowa,Big Ten,1.0,0,1,21,22,18700.0,1,7000000.0,151483092.0,70585,1.85,98
338,2023,Illinois,Big Ten,3.0,0,3,21,26,10500.0,1,6650000.0,145735330.0,60670,1.273,80
339,2023,Virginia Tech,ACC,0.0,0,0,27,27,11300.0,1,4775000.0,113000052.0,66233,0.605,175
340,2023,Arizona,Big 12,2.0,0,2,23,26,36000.0,1,3100000.0,124353539.0,51811,0.773,109
341,2023,Minnesota,Big Ten,1.0,0,1,20,21,53000.0,1,6700000.0,135198272.0,52525,0.795,54
342,2023,Iowa State,Big 12,1.0,0,1,21,23,17300.0,1,4009886.0,111287492.0,61500,0.857,121
343,2023,Stanford,ACC,0.0,0,0,18,19,12400.0,1,,,50000,0.478,4
344,2023,Wisconsin,Big Ten,2.0,0,2,14,16,20000.0,1,7725000.0,150100977.0,80321,1.54,39
345,2023,Maryland,Big Ten,3.0,0,3,22,26,41000.0,1,5801900.0,107526374.0,51802,0.386,44
346,2023,Arizona State,Big 12,1.0,0,1,19,20,48000.0,1,3950000.0,121079615.0,71706,0.58,121
347,2023,Northwestern,Big Ten,1.0,0,1,16,18,12100.0,1,,,47130,0.494,6
348,2023,West Virginia,Big 12,2.0,0,2,17,19,74000.0,1,4000000.0,105193311.0,60000,0.796,175
349,2024,Georgia,SEC,75.41935483870968,5,18,6,29,197000.0,1,13282580.0,203048566.0,92746,5.97,46
350,2024,Alabama,SEC,61.935483870967744,4,16,5,26,250000.0,1,10000000.0,214365357.0,101821,5.44,136
351,2024,Oregon,Big Ten,29.483870967741936,1,18,8,27,95000.0,1,8200000.0,153510555.0,54000,2.466,109
352,2024,Ohio State,Big Ten,36.96774193548387,2,14,6,23,306000.0,1,10021250.0,251615345.0,104944,5.16,41
353,2024,Miami (FL),ACC,45.45161290322581,3,11,13,27,115000.0,1,7783059.0,,65326,2.24,63
354,2024,Texas,SEC,27.483870967741936,1,16,5,22,284000.0,1,10600000.0,239290648.0,100119,4.63,30
355,2024,LSU,SEC,39.96774193548387,2,17,9,29,119000.0,1,9975000.0,199309382.0,102321,3.58,175
356,2024,Auburn,SEC,22.483870967741936,1,11,9,21,233000.0,1,6728100.0,174568442.0,87451,2.16,105
357,2024,Oklahoma,SEC,26.483870967741936,1,15,11,27,130000.0,1,8152000.0,177320217.0,82112,2.8,132
358,2024,Florida,SEC,35.96774193548387,2,13,6,21,304000.0,1,7370000.0,190417139.0,88548,3.639,30
359,2024,Notre Dame,Ind,13.0,0,13,10,23,171000.0,1,6687754.0,,80795,2.51,18
360,2024,Florida State,ACC,14.0,0,14,9,23,101000.0,1,10000000.0,161141884.0,82300,1.64,54
361,2024,Tennessee,SEC,32.96774193548387,2,10,9,21,140000.0,1,9000000.0,154566935.0,102455,3.598,109
362,2024,Clemson,ACC,32.96774193548387,2,10,9,21,149000.0,1,11132775.0,158283618.0,81500,1.7,80
363,2024,Penn State,Big Ten,13.0,0,13,13,26,87000.0,1,8500000.0,181227448.0,106572,2.457,63
364,2024,Michigan,Big Ten,13.0,0,13,12,26,93000.0,1,6000000.0,210652287.0,107601,4.01,21
365,2024,Texas A&M,SEC,23.483870967741936,1,12,4,17,105000.0,1,7000000.0,193139619.0,102733,3.37,51
366,2024,USC,Big Ten,12.0,0,12,10,22,60000.0,1,10043418.0,,93607,2.408,27
367,2024,South Carolina,SEC,20.483870967741936,1,9,6,16,228000.0,1,6401996.0,142210807.0,80250,1.91,121
368,2024,Ole Miss,SEC,10.0,0,10,12,23,51000.0,1,9000000.0,,60580,2.407,175
369,2024,Missouri,SEC,18.483870967741936,1,7,13,21,76000.0,1,9000000.0,141157028.0,71168,0.961,109
370,2024,Wisconsin,Big Ten,8.0,0,8,14,22,79000.0,1,7725000.0,150100977.0,80321,1.54,39
371,2024,Texas Tech,Big 12,16.483870967741936,1,5,15,21,93000.0,1,4247960.0,110154695.0,60862,0.606,175
372,2024,Nebraska,Big Ten,16.483870967741936,1,5,22,29,121000.0,1,6500000.0,143423944.0,87091,2.469,175
373,2024,Kentucky,SEC,7.0,0,7,17,26,54000.0,1,9013600.0,159079024.0,62093,1.48,175
374,2024,Mississippi State,SEC,5.0,0,5,19,25,56000.0,1,4250000.0,110653367.0,61337,0.799,175
375,2024,North Carolina,ACC,3.0,0,3,24,27,42000.0,1,5000000.0,122603567.0,62980,0.328,27
376,2024,North Carolina State,ACC,3.0,0,3,21,24,139000.0,1,5965377.0,102387569.0,57583,0.557,58
377,2024,Iowa,Big Ten,5.0,0,5,16,21,39000.0,1,7000000.0,151483092.0,70585,1.85,98
378,2024,Purdue,Big Ten,3.0,0,3,24,27,37000.0,1,4050000.0,115139432.0,56400,0.88,46
379,2024,Virginia Tech,ACC,2.0,0,2,14,16,47000.0,1,4775000.0,113000052.0,66233,0.605,175
380,2024,Arkansas,SEC,3.0,0,3,14,19,54000.0,1,6498000.0,152513755.0,72000,1.59,175
381,2024,Georgia Tech,ACC,3.0,0,3,20,23,30000.0,1,2900000.0,106635094.0,55000,1.89,33
382,2024,Minnesota,Big Ten,3.0,0,3,16,20,63000.0,1,6700000.0,135198272.0,52525,0.795,54
383,2024,TCU,Big 12,3.0,0,3,18,21,32000.0,1,5008414.0,,45000,0.705,105
384,2024,Stanford,ACC,2.0,0,2,23,25,29000.0,1,,,50000,0.478,4
385,2024,Syracuse,ACC,3.0,0,3,19,23,24000.0,1,,,49250,0.452,73
386,2024,UCF,Big 12,2.0,0,2,16,19,32000.0,1,4000000.0,,45323,0.733,121
387,2024,Vanderbilt,SEC,2.0,0,2,19,21,26000.0,1,3189744.0,,40350,0.423,18
388,2024,Rutgers,Big Ten,3.0,0,3,22,25,32000.0,1,6250000.0,109601529.0,52454,0.636,41
389,2024,Kansas,Big 12,3.0,0,3,14,17,36000.0,1,7500000.0,118020175.0,50071,1.223,175
390,2024,Kansas State,Big 12,1.0,0,1,15,16,30000.0,1,5250000.0,100822204.0,50000,1.38,175
391,2024,Michigan State,Big Ten,2.0,0,2,18,20,44000.0,1,7250000.0,172799513.0,75005,0.846,63
392,2024,Maryland,Big Ten,1.0,0,1,23,24,28000.0,1,5801900.0,107526374.0,51802,0.386,44
393,2024,Pittsburgh,ACC,1.0,0,1,21,22,33000.0,1,6699551.0,,68400,0.497,70
394,2024,Utah,Big 12,2.0,0,2,13,15,35000.0,1,6525000.0,115719266.0,45017,1.19,136
395,2024,BYU,Big 12,2.0,0,2,23,25,23000.0,1,,,63725,1.15,109
396,2024,Washington,Big Ten,2.0,0,2,13,15,33000.0,1,7700023.0,145184864.0,70500,1.267,46
397,2024,West Virginia,Big 12,0.0,0,0,23,23,26000.0,1,4000000.0,105193311.0,60000,0.796,175
398,2024,Oklahoma State,Big 12,0.0,0,0,18,19,25000.0,1,7750000.0,104404398.0,60218,1.09,175
